,num,product_page,product_description
7588,7588,https://ap0cene.com/collections/lakras/products/sunset-dream-dress-skirt,"
Handmade knit and crochet set that includes a top, thong, and balaclava exclusively from the Lakras 2022 runway show. 
This item is handmade.
Color: Blue Material: 50% columbian cotton, 50% acrylic Dispatch Time: 1-2 weeksCare Instructions: Hand wash, lay flat to dry Size: One size
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @_lakras_ 

"
7597,7597,https://ap0cene.com/collections/lakras/products/sunset-dream-dress-skirt-1,"
Handmade knit and crochet piece that can be worn as a dress or a skirt exclusively from the Lakras 2022 runway show. 
This item is handmade.
Color: Yellow, cream, brownMaterial: 100% Columbian cotton Dispatch Time: 3-4 business daysCare Instructions: Hand wash, lay flat to dry Size: One size

 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @_lakras_ 

"
7661,7661,https://ap0cene.com/collections/lakras/products/painted-tie,"
One of a kind hand-painted wearable Tie Art Piece. Oil and acrylic portal Garment.Collab @namzanil Artist X @_Lakras_
This item is handmade. 
Color: Pink, brownMaterial: Oil and acrylic 
Dispatch Time: 1-2 weeks
Care Instructions: Don't get wetSize: One size
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @_lakras_ 

"
7670,7670,https://ap0cene.com/collections/lakras/products/poodle-purse,"
The Poodle Bag is one of a kind, handmade in Colombia as part of the Lakra's 2022 Runway Collection. This fluffy baby is the perfect way to glam up your look.
This item is handmade. 
Color: Tan, silver, green
Material: 50% cotton 50% Polyester
Dispatch Time: 3-4 days
Care Instructions: Hand wash with mild detergent and air dry
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @_lakras_ 

"
7695,7695,https://ap0cene.com/collections/lakras/products/butterfly-top,"
The Denim Butterfly Top is, handwoven in Colombia by a small and independent team, in collaboration with Exorbita. Made for anyone who wants to live Y2K nostalgia but still feel different and Avant Garde.
The Denim Butterfly Top is perfect to style up or down, whatever you're feeling that day. You can mix and match it with denim bottoms, use it as the perfect layering piece for your Avant-Apocalypse inspired outfits, or combine it with one of our other handmade pieces. But the best part about this piece is that it can also be worn as a mini skirt, it’s up to you how you wear it! This item is handmade.Color: Blue, PinkMaterial: 98% jean, 2% cotton Details: Boning and adjustable back laces. Dispatch Time: 2-3 business daysCare Instructions: Hand wash, lay flat to dry.Size: One size  In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @_lakras_
"
7720,7720,https://ap0cene.com/collections/lakras/products/copy-of-pink-stitching-butterfly-top,"
The Denim Butterfly Top is, handwoven in Colombia by a small and independent team, in collaboration with Exorbita. Made for anyone who wants to live Y2K nostalgia but still feel different and Avant Garde.
The Denim Butterfly Top is perfect to style up or down, whatever you're feeling that day. You can mix and match it with denim bottoms, use it as the perfect layering piece for your Avant-Apocalypse inspired outfits, or combine it with one of our other handmade pieces. But the best part about this piece is that it can also be worn as a mini skirt, it’s up to you how you wear it! This item is handmade.Color: Blue, GreenMaterial: 98% jean, 2% cotton Details: Boning and adjustable back laces. Dispatch Time: 2-3 business daysCare Instructions: Hand wash, lay flat to dry.Size: One size  In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @_lakras_
"
7745,7745,https://ap0cene.com/collections/lakras/products/suit-patchwork,"
A part of the Lakras x Exorbita Collab, each piece is handmade and a one-of-a-kind upcycled piece. Handwoven in Colombia by a small and independent team who works on self-managed and non-massive production.
One of a kind. Art wear. Each piece has its own tag signed and numbered.
This item is handmade.Color: Pink and oliveMaterial: Various upcycled textiles.Details: Elastic and delicate mesh Dispatch Time: 2-3 business daysCare Instructions: Hand wash only.
Size: Small
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @_lakras_ @ex.orbita

"
7914,7914,https://ap0cene.com/collections/lalameemee/products/tuileries-sleeveless-jersey-top,"
            Round crop top with cut-out detail and a digital print on the body.Color: BlackMaterial: Polyester, spandexDispatch Time: 2-3 business days Care Instructions: Dry-clean only Size: Waist: 14"" Length: 18.8"" Shoulder: 13.6"" Chest: 16"" Model is 5'5 and wears a size Small In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lalameemeehometown

"
7939,7939,https://ap0cene.com/collections/lalameemee/products/utility-track-pants,"

 Ykk vislon®zipper at both pockets. Stitch line color pointColor: WineMaterial: BODY : 85% nylon, 15% polyester, 100% polyester, LINING : 100% polyesterDetails: Adjustable size with string and fleece lined for extra warmth.Dispatch Time: 2-3 business daysCare Instructions: Dry-clean onlySize: Small
Length: 38.5"" Waist: 28.7"" Model is 5'4"" and wears a size Small
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@lalameemeehometown
"
7988,7988,https://ap0cene.com/collections/lalameemee/products/copy-of-pixel-floral-jersey-top-in-jade,"
This jersey top features delicate interlocks at the neckline and cuffs. You can feel a light fit with long-length and mesh sleeves. It can be used in a variety of ways, from travel to a cover-up, and from everyday life to daily use.Color: Jade Material: Body: 90% polyester, 10% spandex Sleeve : 87% polyester, 13% spandexDispatch Time: 2-3 business days Care Instructions: Dry-clean only Size: Length: 20.8"" Chest: 16.5"" Model is 5'4"" and wears a size Small

    In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lalameemeehometown
"
8052,8052,https://ap0cene.com/collections/lalameemee/products/copy-of-pingvellir-sleeveless-jersey-top,"
Round crop top with cut-out detail and a digital print on the body.Color: Black
Material: Polyester, spandex Dispatch Time: 2-3 business days Care Instructions: Dry-clean only Size: Waist: 14"" Length:18.8"" Shoulder: 13.6"" Chest: 16"" Model is 5'5"" and wears a size Small In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lalameemeehometown
"
8077,8077,https://ap0cene.com/collections/lalameemee/products/wire-jersey-top,"

U-shape wire at the neck line.Sheer stretch jersey with waist gathered silhouette.  Color: Dusty greyMaterial: 95% nylon 5% span / 90% polyester, 10% spanDetails: Cut-out hemline, round crop top.Dispatch Time: 2-3 business daysCare Instructions: Dry-clean onlySize: Length: 20.8""  Waist: 14""Model is 5'7"" and wears a size Small
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@lalameemeehometown
"
8113,8113,https://ap0cene.com/collections/lalameemee/products/sheer-wrap-skirt-jersey-pants,"
            Asymmetric silhouette with detachable wrap skirt with a printed floral pattern in tones of pale celadon jade. This piece features a white elasticized waistband and cut-out hemline. Color: WhiteMaterial: Polyester, spandex, and nylonDetails: Self-tie fasteningDispatch Time: 2-3 business days Care Instructions: Dry-clean only Size: Waist: 13.2"" Length: 43.2"" Model is 5'7"" and wears a size Small      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lalameemeehometown

"
8149,8149,https://ap0cene.com/collections/lalameemee/products/single-dart-jersey-top,"

A single dart on the chest and a sleeve line stand out.A bias is added to the neckline and the inside line of the sleeves.The sleeves and hem of the body are cut out.Color: BlackMaterial: Body: 29% Rayon, 67% Polyester, 4% SPAN Sleeve: 82% Nylon, 18% SPANDetails: This jersey top features delicate interlocks at the neckline and cuffs.Dispatch Time: 2-3 business daysCare Instructions: Dry-clean onlySize: 
36-  Length: 18.5"" , Chest: 14.9""
38- Length: 18.8"", Chest: 15.7""
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.@lalameemeehometown
"
8174,8174,https://ap0cene.com/collections/lalameemee/products/drawstring-halterneck-dress,"
Printed floral halter neck dress with a semi-A-line silhouette, drawstrings at the sides, and twin straps.Color: Jade Material: Polyester, spandexDetails: AdjustableDispatch Time: 2-3 business days Care Instructions: Dry-clean only Size: 36 - Waist: 14.8"" Length: 47.5"" Chest: 14.6"" 
38 - Waist: 15.8"" Length: 48"" Chest: 15.6""
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lalameemeehometown

"
8274,8274,https://ap0cene.com/collections/lalameemee/products/floral-jersey-top_blue,"
This jersey top features delicate interlocks at the neckline and cuffs. You can feel a light fit with long-length and mesh sleeves. It can be used in a variety of ways, from travel to a cover-up, and from everyday life to daily use. Color: BlueMaterial: Body: 90% polyester, 10% spandex Sleeve : 87% polyester, 13% spandexDispatch Time: 2-3 business days Care Instructions: Dry-clean only Size: Length: 20.8"" Chest: 16.5"" 
Model is 5'4"" and wears a size Small

 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lalameemeehometown
"
8310,8310,https://ap0cene.com/collections/lalameemee/products/sheer-leggings,"
​Long-length, sheer leggings that have the ability to make wrinkles in the calf-ankle area, when worn.Color: Black Material: Polyester, spandexDetails: Sheer​
Dispatch Time: 2-3 business days Care Instructions: Dry-clean only Size: Length: 48"" Fits a size XS-Small best

  In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lalameemeehometown
 

"
8335,8335,https://ap0cene.com/collections/lalameemee/products/ayam-jersey-top,"
This jersey top features delicate interlocks at the neckline and cuffs. You can feel a light fit with long-length and mesh sleeves. It can be used in a variety of ways, from travel to a cover-up, and from everyday life to daily use.    Color: Black Material: Body: 90% polyester, 10% spandex Sleeve : 87% polyester, 13% spandexDetails: This jersey top features delicate interlocks at the neckline and cuffs. Dispatch Time: 2-3 business days Care Instructions: Dry-clean only Size: Length: 20.8"" Chest: 16.5"" Model is 5'4"" and wears a size Small

    In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lalameemeehometown
"
8384,8384,https://ap0cene.com/collections/loki-patera/products/maidensfang-earcuff,"
The MAIDENSFANG EARCUFF is handmade in small batches in our Sydney studio, cast from sterling silver. An orbit of armour for the ear, bearing the energy of a scorpion or spider mother. A healer, a bearer, but also necessarily a protector armed with poison lance. Her orbit is helicoidal – both cyclical and evolutionary she pierces the membrane of the mundane…
To put this piece on, slip the opening of the ear-cuff over the top of your ear where it is thinnest. Slide the cuff down to sit in the conch as pictured. It can be worn in both directions, with the spike coming from behind or in front, stacked with other earrings for a heavily adorned ear, and even worn as a marching pair for symmetry sake. This item is handmade.Color: Silver Material: Sterling silver (925) Details: No piercing needed Dispatch Time: 2-3 business daysCare Instructions: Use a silver-polishing cloth to maintain high shine In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lokipatera_lab

"
8420,8420,https://ap0cene.com/collections/loki-patera/products/wing-of-flint-necklace,"
            The WING OF FLINT NECKLACE is handmade in small batches in our Sydney studio, cast from 100% recycled sterling silver and set with a marquise-cut Amethyst. Styled as a statement piece, a deep cut neckline emphasizes the swooping lines and precipitous dagger-like wing tips of the pendant. ""wing of flint; a body knapped from deep earth deposit let her unfurl from a vein in the bedrock to flutter briefly. wielded by the wind, she dances a vicious storm before returning to ruin” This item is handmade.Color: Silver Material: Sterling silver (925) Details: Pendant hangs on a delicate curb chain, with a secure parrot clasp at the back.Dispatch Time: 2-3 business daysCare Instructions: Use a silver-polishing cloth to maintain high shine.      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lokipatera_lab

"
8445,8445,https://ap0cene.com/collections/loki-patera/products/otolith-earcuff,"
            The OTOLITH EARCUFFS are handmade in small batches in our Sydney studio, cast from 100% recycled sterling silver. A lightweight hemi-orbit of thorns for the ear, this earcuff slips onto the ear easily and holds securely. It can be worn as a single statement, a pair, or styled with the Otolith Earrings for added effect. The OTOLITH EARCUFFS were a mutation developed from the Otolith Earrings, first appearing in Alix Higgins ‘A Gift From The Fall’ SS23 Runway Show, and released online shortly after. This item is handmade.Color: Silver Material: Sterling silver (925) Details: Ear-cuff wire on the back of the piece holds it snug to the ear Dispatch Time: 2-3 business daysCare Instructions: Use a silver-polishing cloth to maintain high shine. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lokipatera_lab

"
8494,8494,https://ap0cene.com/collections/loki-patera/products/otolith-locket,"
            The OTOLITH LOCKET is handmade in small batches in our Sydney studio. The locket is cast from 100% recycled sterling silver, and is connected to Italian foxtail chain. The OTOLITH LOCKET can be worn as a minimal everyday piece, or layered with other necklaces of different lengths, such as the Otolith Bolo or Wing of Flint Necklace. Size S is 44cm, size M is 48cm (total chain length) ""...one side meets its pre-ordained half - from fresh to salt, two essential bodies in flux. a swirling of origin in one brackish body. Now an ossified relic gleaned from silt… "" This item is handmade.Color: Silver Material: Sterling silver (925) Details: Sealed locket at front attached to foxtail chain, which connects with secure parrot clasp in the back Dispatch Time: 2-3 business daysCare Instructions: Use a silver-polishing cloth to maintain high shine      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lokipatera_lab

"
8530,8530,https://ap0cene.com/collections/loki-patera/products/termite-poem-earrings,"
            The TERMITE POEM EARRINGS are handmade in small batches in our Sydney studio, cast from 100% recycled sterling silver. The original design was cast from an abandoned termite trail found in a decaying stump, in the rainforest gully at our family farm. A love letter from Kangaloon… Something small and humble to balance out all the other statements in the world. This item is handmade.Color: Silver Material: sterling silver (925) Details: Stud post with a silicone-lined silver earring back for comfort and security Dispatch Time: 2-3 business daysCare Instructions: Use a silver-polishing cloth to maintain high shine      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lokipatera_lab

"
8539,8539,https://ap0cene.com/collections/loki-patera/products/otolith-bolo,"
The OTOLITH BOLO is an adjustable bolo mechanism that slides smoothly along braided silk cord to fit your neck size or styling preference. It is handmade in small batches in our Sydney studio, cast from sterling silver and threaded onto hand dyed kumihimo silk cord. The base silk cord is woven by an artisan collective in Kyoto, before being dyed by us in our studio with the cow print pattern. The bolo can be worn as a bold statement piece, or paired with pieces from the same lineage, such as our Otolith Locket or Otolith Earrings. This item is handmade.Color:  Cow print Material: Sterling silver (925), silk cord Details: Adjustable bolo clasp on silk cord Dispatch Time: 2-3 business days
Care Instructions: Use a silver-polishing cloth to maintain high shine / keep cord dry and hand wash with gentle soap if needed. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lokipatera_lab

"
8555,8555,https://ap0cene.com/collections/loki-patera/products/arachne-necklace-iv,"
            The ARACHNE NECKLACE IV is a continuation of our experiments into hybridized chain poems. A central chain-nest setting clutches onto an orange fire opal and then unfurls into the necklace itself. This is flanked by a passively-shed porcupine quill tip set in a custom carved hilt. All pieces are handmade in small batches, in our Sydney studio, using sterling silver. An ode to the mythic Arachne who challenged Athena to a weaving contest and was turned into a spider for her disregard of godly authority. This item is handmade.Color: Silver Material: sterling silver (925), fire opal, passively-shed porcupine quillDispatch Time: 2-3 business daysCare Instructions: Use a silver-polishing cloth to maintain high shine Size:  Length: 46cm       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lokipatera_lab

"
8580,8580,https://ap0cene.com/collections/loki-patera/products/petalura-earrings,"
            The PETALURA EARRINGS are handmade in small batches in our Sydney studio, cast from 100% recycled sterling silver. They can be worn by themselves or stacked with a second tier of earrings such as the Termite Poem Earrings or Maidensfang Earcuffs. The PETALURA EARRINGS get their namesake from Petalura gigantea, the giant dragonfly commonly found in wingecarribee swamp and nearby marshlands — near our second residency site for ‘…and then the water whispered’ collection. This ancient bog dweller is a relic of Gondwanan times, a watery denizen and omen bringer… This item is handmade.Color: Silver Material: Sterling silver (925) Details: Lightweight fin-like earrings with posts and silicone-lined earring backs for security and comfort.Dispatch Time: 2-3 business daysCare Instructions: Use a silver-polishing cloth to maintain high shine. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @lokipatera_lab

"
8596,8596,https://ap0cene.com/collections/marispieper/products/stulpen-in-taupe,"
The Stulpen in Taupe are boots extensions with adjustable straps, asymmetrical pointy front and pleats in the back made of bengaline. This piece is handmade in our studio in Berlin.This item is handmade-to-order, expect additional processing time.Color: TaupeMaterial: 72% viscose, 24% polyester, 4% elastaneDetails: Adjustable strapsDispatch Time: 2-3 weeksCare Instructions: Gentle hand wash only.Size: S: 32 - 36 cm calf width 
M: 36 - 40 cm calf width


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
 
"
8612,8612,https://ap0cene.com/collections/marispieper/products/chaos-long-sleeve-bronze,"
The Chaos Long Sleeve is a fitted top with ruching around the waist and lettuce hem detail, made of sleek stretchy fabric. The ruching technique makes the fit of the garment adaptable to the wearer. This piece is handmade in our studio in Berlin.This item is handmade-to-order, expect additional processing time.Color: Bronze and black duo-chrome Material: 97% polyester, 3% elastane Details: Shirring detail
Dispatch Time: 2-3 weeksCare Instructions: Gentle hand wash only.Size: Model is 5'9'' and wears a size Small


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
"
8621,8621,https://ap0cene.com/collections/marispieper/products/drapes-tank-top,"
The Draped Tank Top is a fitted top with draping in the front and lettuce hem detail, made of fine viscose jersey. This piece is handmade in our studio in Berlin.This item is handmade-to-order, expect additional processing time.Color: TaupeMaterial: 97% viscose 3% elastane 
Details: Asymmetrical Draping
Dispatch Time: 2-3 weeksCare Instructions: Gentle hand wash only.Size: Model is 5'9'' and wears a size Small


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
"
8637,8637,https://ap0cene.com/collections/marispieper/products/chaos-bra-top,"
The Chaos Bra Top is a fitted racerback top with bra straps and ruching in the front and back made of black stretchy fabric. This piece is handmade in our studio in Berlin.This item is handmade-to-order, expect additional processing time.Color:  Black
Material: 78% polyester, 22% elastane
Details: Shirring detail
Dispatch Time: 2-3 weeksCare Instructions: Gentle hand wash only.Size: Model is 5'9'' and wears a size XS/S


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
"
8653,8653,https://ap0cene.com/collections/marispieper/products/mini-chaos-skirt-in-golden-modal,"
The Mini Chaos Skirt in Golden Modal is a mini skirt with ruching on the left side and lettuce hem detail, made from sleek taupe fabric. This piece is handmade in our studio in Berlin.This item is handmade-to-order, expect additional processing time.Color: Golden ModalMaterial: 97% polyester, 3% elastaneDetails: Shirring detail
Dispatch Time: 2-3 weeksCare Instructions: Gentle hand wash only.Size: Model is 5'9'' and wears a size XS/S


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
"
8678,8678,https://ap0cene.com/collections/marispieper/products/money-mesh-pants,"
The Money Mesh Pant is a mid-waist flared Legging made of 4-way-stretch mesh. Dividing seams and double-layered panels provide a sleek contrast effect. The flare can be adjusted through ties. This piece is handmade in our studio in Berlin.This item is handmade-to-order, expect additional processing time.Color: BlackMaterial: 90% polyester, 10% elastane Details: Contrast panelsDispatch Time: 2-3 weeksCare Instructions: Gentle hand wash only.Size: Model is 5'9'' and wears a size Small


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
"
8694,8694,https://ap0cene.com/collections/marispieper/products/stulpen-in-black,"
The Stulpen in Black are boots extensions with adjustable straps, asymmetrical pointy front and pleats in the back made of bengaline. This piece is handmade in our studio in Berlin.This item is handmade-to-order, expect additional processing time.Color: BlackMaterial: 72% viscose, 24% polyester, 4% elastaneDetails: Adjustable strapsDispatch Time: 2-3 weeksCare Instructions: Gentle hand wash only.Size: S: 32 - 36 cm calf width 
M: 36 - 40 cm calf width


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
"
8710,8710,https://ap0cene.com/collections/marispieper/products/chaos-bolero-in-new-lace,"
The Chaos Bolero is a micro long-sleeved top with a turtleneck, shirring details on the sleeves and a fitted silhouette. This piece is handmade in our studio in Berlin.This item is handmade-to-order, expect additional processing time.Color: WhiteMaterial: 72% viscose, 20% polyester, 8% elastaneDetails: Shirring detail
Dispatch Time: 2-3 weeksCare Instructions: Gentle hand wash only.Size: Model is 5'9'' and wears a size XS/S


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
"
8726,8726,https://ap0cene.com/collections/marispieper/products/chaos-halter-top,"
The Chaos Halter Top in Golden Modal is a neck-holder top with ruching detail in the front made from soft sleek fabric. This piece is handmade in our studio in Berlin.This item is handmade-to-order, expect additional processing time.Color: Golden ModalMaterial: 97% polyester, 3% elastane Details: Shirring detail
Dispatch Time: 2-3 weeksCare Instructions: Gentle hand wash only.Size: Model is 5'9'' and wears a size Small


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
"
8751,8751,https://ap0cene.com/collections/marispieper/products/chaos-tee,"
The Chaos T is an off-white and oversized organic cotton T-shirt with ruching detail and embroidery. Each piece is one-of-a-kind. This piece is handmade in our studio in Berlin.
This item is handmade-to-order, expect additional processing time.Color: Off-WhiteMaterial: 100% organic cottonDetails: Embroidery
Dispatch Time: 2-3 weeksCare Instructions: Gentle machine wash, wash warm up to 105FSize: Model is 5'9'' and wears a size Large


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
"
8760,8760,https://ap0cene.com/collections/marispieper/products/chaos-skirt-bronze,"




The Chaos Skirt in Bronze is an irregularly shirred mid-waist skirt with lettuce hem detail, made of sleek stretchy fabric. The ruching technique makes the fit of the garment adaptable to the wearer. This piece is handmade in our studio in Berlin.











This item is handmade-to-order, expect additional processing time.Color: Bronze and black duo-chrome Material: 97% polyester 3% elastane Details: Shirring detail
Dispatch Time: 2-3 weeksCare Instructions: Gentle hand wash only.Size: Model is 5'9'' and wears a size Large


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
"
8776,8776,https://ap0cene.com/collections/marispieper/products/money-mesh-top,"
The Money Mesh Top has long sleeves and is made of 4-way-stretch mesh following an asymmetrical, draped silhouette with ruched panels in the front. This piece is handmade in our studio in Berlin.This item is handmade-to-order, expect additional processing time.Color: BlackMaterial: 90% polyester, 10% elastane Details: Asymmetric neckline & hemlineDispatch Time: 2-3 weeksCare Instructions: Gentle hand wash only.Size: Model is 5'9'' and wears XS/S 


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
            "
8801,8801,https://ap0cene.com/collections/marispieper/products/mini-chaos-skirt-in-black,"
The Mini Chaos Skirt in Black is a mini skirt with ruching on the left side and lettuce hem detail, made from sleek black fabric. This piece is handmade in our studio in Berlin.This item is handmade-to-order, expect additional processing time.Color: Black Material: 97% polyester 3% elastane Details: Shirring detail
Dispatch Time: 2-3 weeksCare Instructions: Gentle hand wash only.Size: Model is 5'9'' and wears a size XS/S


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
"
8817,8817,https://ap0cene.com/collections/marispieper/products/mini-chaos-skirt-in-taupe,"
The Mini Chaos Skirt in Taupe is a mini skirt with ruching on the left side and lettuce hem detail, made from sleek taupe fabric. This piece is handmade in our studio in Berlin.This item is handmade-to-order, expect additional processing time.Color: TaupeMaterial: 72% viscose, 24% polyester, 4% elastaneDetails: Shirring detail
Dispatch Time: 2-3 weeksCare Instructions: Gentle hand wash only.Size: Model is 5'9'' and wears a size XS/S


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
"
8833,8833,https://ap0cene.com/collections/marispieper/products/chaos-bolero-in-black,"




The Chaos Bolero in Black is a micro long-sleeved top with shirring, details on the sleeves and a fitted silhouette. This piece is handmade in our studio in Berlin.












This item is handmade-to-order, expect additional processing time.Color: BlackMaterial: 78% polyester, 22% elastaneDetails: Shirring detail
Dispatch Time: 2-3 weeksCare Instructions: Gentle hand wash only.Size: Model is 5'9'' and wears a size XS/S


View Size Chart
       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @marispieper
"
8849,8849,https://ap0cene.com/collections/maelis-bekkouche/products/portal-mouth-adornment,"
The Portal Mouth Adornment worn around the lips is adjustable and made with a flexible silver material. 
This item is handmade-to-order, expect additional processing time.Color: SilverMaterial: Recycled sterling silver Details: Adjustable Dispatch Time: 3-4 business days 
 In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @maelisbekkouche

"
8853,8853,https://ap0cene.com/collections/maelis-bekkouche/products/five-portal-fingers-adornments,"
            The Portal Finger Adornments are like a protective envelope. Wrapping your fingers around these pieces feels like magic armor for everyday use. They are all unique and they will arrive flat so you can adjust each piece to your true finger shape/size. This item is handmade to order, expect additional processing time.Color: SilverMaterial: Recycled Sterling Silver
Details: Adjustable
Dispatch Time: Allow one week for production time before the order ships.
Care Instructions: Wrap the jewel around your finger so it will seize its shape and size In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @maelisbekkouche

"
8862,8862,https://ap0cene.com/collections/maelis-bekkouche/products/les-mondes-aqua-pendant,"
A protective and magical amulet to wear close to the solar plexus, from the abyss of my liquid world. 
This item is handmade Color: SilverMaterial: Recycled sterling silver, agateDispatch Time: 3-4 business days Care Instructions: Hand wash, recharge stone with the sun or the moon.     In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @maelisbekkouche

"
8863,8863,https://ap0cene.com/collections/maelis-bekkouche/products/poissons-pendant,"
This pendant's details are inspired by fish scales.
This item is handmade-to-order, expect additional processing time Color: Silver Material: Recycled sterling silverDispatch Time: Allow 1-2 weeks for production time before the order is shipped. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @maelisbekkouche
"
8867,8867,https://ap0cene.com/collections/maelis-bekkouche/products/poissons-earrings,"
Articulated silver earrings inspired by a fish's skeleton.This item is handmade to order, expect additional processing time.Color: Silver Material: Recycled Sterling Silver
 
Details: Lightweight, flows on the ears like a stream of water
Dispatch Time: Allow 1-2 weeks for production time before the order is shipped.
In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @maelisbekkouche
"
